ms_sub_class,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_cond,foundation,bsmt_cond,bsmt_exposure,bsmt_fin_type_1,bsmt_fin_sf_1,bsmt_fin_type_2,bsmt_fin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,first_flr_sf,second_flr_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_abv_gr,tot_rms_abv_grd,functional,fireplaces,garage_type,garage_finish,garage_cars,garage_area,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,three_season_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,year_sold,sale_type,sale_condition,sale_price,longitude,latitude,id
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,9600,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,1967,1967,Hip,CompShg,HdBoard,HdBoard,None,0,Typical,CBlock,Typical,No,Unf,7,Unf,0,1568,1568,GasA,Typical,Y,SBrkr,1568,0,1568,0,0,1,1,3,1,7,Typ,0,Attchd,Unf,2,440,Typical,Paved,160,40,0,0,0,0,No_Pool,No_Fence,None,0,3,2009,COD,Normal,143000,-93.627047,42.0467129,595
Two_Story_1946_and_Newer,Residential_Low_Density,80,9600,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Average,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,252,Typical,CBlock,Typical,No,ALQ,1,Unf,0,467,1165,GasA,Good,Y,SBrkr,1165,896,2061,0,1,2,1,4,1,8,Typ,1,Attchd,RFn,2,498,Typical,Paved,0,77,0,0,196,0,No_Pool,No_Fence,None,0,5,2009,COD,Abnorml,168500,-93.630714,42.044821,597
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,115,10500,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,1964,1964,Gable,CompShg,HdBoard,HdBoard,Stone,144,Good,CBlock,Typical,No,LwQ,4,Unf,0,294,1292,GasA,Typical,Y,SBrkr,1292,0,1292,1,0,1,1,3,1,6,Typ,2,Detchd,Unf,2,520,Typical,Paved,0,32,0,0,92,0,No_Pool,No_Fence,None,0,7,2009,COD,Abnorml,145100,-93.6273127,42.0407264,608
Two_Family_conversion_All_Styles_and_Ages,Residential_Medium_Density,33,4456,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,TwoFmCon,Two_Story,Average,1920,2008,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,BrkTil,Typical,No,Unf,7,Unf,0,736,736,GasA,Good,Y,SBrkr,736,716,1452,0,0,2,0,2,3,8,Typ,0,No_Garage,No_Garage,0,0,No_Garage,Dirt_Gravel,0,0,102,0,0,0,No_Pool,No_Fence,None,0,6,2009,New,Partial,113000,-93.618648,42.0296722,713
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,60,5400,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,BrkTil,Typical,No,Unf,7,Unf,0,972,972,GasA,Excellent,Y,SBrkr,1044,0,1480,0,0,1,0,3,1,6,Typ,0,Detchd,Unf,1,207,Typical,Paved,0,0,176,0,0,0,No_Pool,No_Fence,None,0,9,2009,ConLI,Family,119000,-93.608707,42.0272,725
Split_or_Multilevel,Residential_Low_Density,88,15312,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,OneFam,SLvl,Average,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,54,Typical,CBlock,Typical,Av,BLQ,2,Unf,0,550,1138,GasA,Excellent,Y,SBrkr,1138,0,1138,0,1,1,0,3,1,6,Typ,1,Attchd,RFn,2,480,Typical,Paved,0,0,0,0,140,0,No_Pool,Minimum_Privacy,None,0,3,2009,COD,Normal,148000,-93.666813,42.032302,779
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,10708,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Clear_Creek,Norm,Norm,OneFam,One_Story,Average,1955,1993,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,CBlock,Typical,No,LwQ,4,BLQ,768,470,1617,GasA,Excellent,Y,FuseA,1867,0,1867,1,0,1,0,2,1,7,Typ,3,Attchd,Fin,1,303,Typical,Paved,476,0,0,0,142,0,No_Pool,Good_Wood,None,0,11,2009,COD,Normal,190000,-93.666242,42.028468,786
Two_Story_1946_and_Newer,Residential_Low_Density,43,10667,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,CulDSac,Gtl,College_Creek,PosN,Norm,OneFam,Two_Story,Above_Average,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,Av,GLQ,3,ALQ,344,70,799,GasA,Excellent,Y,SBrkr,827,834,1661,1,0,2,1,3,1,6,Typ,1,Attchd,RFn,2,550,Typical,Paved,158,61,0,0,0,0,No_Pool,No_Fence,None,0,4,2009,ConLw,Normal,212000,-93.690401,42.020817,839
Split_Foyer,Residential_Low_Density,64,7301,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,OneFam,SFoyer,Average,2003,2003,Gable,CompShg,HdBoard,HdBoard,BrkFace,500,Typical,Slab,No_Basement,No_Basement,No_Basement,5,No_Basement,0,0,0,GasA,Excellent,Y,SBrkr,495,1427,1922,0,0,3,0,4,1,7,Typ,1,BuiltIn,RFn,2,672,Typical,Paved,0,0,177,0,0,0,No_Pool,No_Fence,None,0,7,2009,ConLD,Normal,198500,-93.672234,42.018988,888
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,8926,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Fair,1956,1956,Gable,CompShg,AsbShng,AsbShng,None,0,Typical,CBlock,Typical,No,Unf,7,Unf,0,672,672,GasA,Excellent,Y,FuseA,960,0,960,0,0,1,0,3,1,5,Typ,0,Basment,Unf,1,288,Typical,Paved,64,0,0,0,160,0,No_Pool,Minimum_Privacy,None,0,10,2009,COD,Abnorml,112000,-93.663302,42.018592,902
Duplex_All_Styles_and_Ages,Residential_Low_Density,75,10125,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,Duplex,One_and_Half_Fin,Average,1977,1977,Gable,CompShg,Plywood,Plywood,None,0,Typical,CBlock,No_Basement,No_Basement,No_Basement,5,No_Basement,0,0,0,GasA,Typical,Y,SBrkr,1302,432,1734,0,0,2,0,4,2,8,Typ,0,Attchd,Unf,2,539,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,8,2009,COD,Normal,126000,-93.604519,41.996919,953
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,82,11070,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Average,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,PConc,Typical,No,BLQ,2,Unf,0,1527,1582,GasA,Typical,Y,SBrkr,1595,0,1595,1,0,2,0,2,1,5,Typ,0,Detchd,Unf,2,672,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,4,2009,COD,Abnorml,152000,-93.602424,41.996066,955
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,104,11361,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Average,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,160,Typical,CBlock,Typical,No,ALQ,1,Unf,0,549,1193,GasA,Typical,Y,SBrkr,1523,0,1523,0,1,2,0,3,1,7,Typ,1,Attchd,Fin,2,478,Typical,Paved,0,0,0,0,189,0,No_Pool,Minimum_Privacy,None,0,5,2008,COD,Abnorml,180000,-93.633905,42.050679,1029
One_Story_PUD_1946_and_Newer,Residential_Low_Density,53,4043,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northpark_Villa,Norm,Norm,TwnhsE,One_Story,Above_Average,1977,1977,Gable,CompShg,Plywood,Plywood,None,0,Typical,CBlock,Typical,No,ALQ,1,Unf,0,510,1069,GasA,Typical,Y,SBrkr,1069,0,1069,0,0,2,0,2,1,4,Typ,0,Attchd,RFn,2,440,Typical,Paved,0,55,0,0,200,0,No_Pool,No_Fence,None,0,10,2008,COD,Abnorml,140000,-93.627234,42.050001,1047
Two_Story_1946_and_Newer,Residential_Low_Density,96,12474,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Average,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,272,Typical,PConc,Typical,Av,GLQ,3,Unf,0,402,1682,GasA,Excellent,Y,SBrkr,1742,590,2332,1,0,2,1,3,1,9,Typ,1,BuiltIn,Fin,3,846,Typical,Paved,196,134,0,0,0,0,No_Pool,No_Fence,None,0,8,2008,New,Partial,426000,-93.6573126,42.0632692,1052
Two_Story_1946_and_Newer,Residential_Low_Density,67,14948,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Average,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,268,Typical,PConc,Typical,Av,GLQ,3,Unf,0,122,1452,GasA,Excellent,Y,SBrkr,1476,1237,2713,1,0,2,1,3,1,11,Typ,1,Attchd,Fin,3,858,Typical,Paved,126,66,0,0,0,0,No_Pool,No_Fence,None,0,11,2008,New,Partial,446261,-93.652744,42.062925,1054
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,98,12704,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Average,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,302,Typical,PConc,Typical,No,GLQ,3,Unf,0,570,1582,GasA,Excellent,Y,SBrkr,1582,0,1582,1,0,2,0,3,1,7,Typ,0,Attchd,Fin,3,905,Typical,Paved,209,95,0,0,0,0,No_Pool,No_Fence,None,0,1,2008,New,Partial,317500,-93.654642,42.062259,1055
One_Story_PUD_1946_and_Newer,Residential_Low_Density,58,10110,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,TwnhsE,One_Story,Average,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,492,Typical,PConc,Typical,No,GLQ,3,Unf,0,1486,1858,GasA,Excellent,Y,SBrkr,1866,0,1866,1,0,2,0,2,1,7,Typ,1,Attchd,Fin,3,870,Typical,Paved,0,48,0,0,0,0,No_Pool,No_Fence,None,0,11,2008,New,Partial,336860,-93.654187,42.057164,1070
One_Story_PUD_1946_and_Newer,Residential_Low_Density,89,8232,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,TwnhsE,One_Story,Average,2007,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,714,Typical,PConc,Typical,No,GLQ,3,Unf,0,596,1800,GasA,Excellent,Y,SBrkr,1800,0,1800,1,0,2,0,2,1,6,Typ,1,Attchd,RFn,3,944,Typical,Paved,210,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2008,New,Partial,370967,-93.651845,42.057446,1075
One_Story_PUD_1946_and_Newer,Residential_Low_Density,55,7301,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,TwnhsE,One_Story,Above_Average,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,176,Typical,PConc,Typical,No,GLQ,3,Unf,0,474,1350,GasA,Excellent,Y,SBrkr,1358,0,1358,1,0,2,0,2,1,6,Typ,1,Attchd,RFn,2,484,Typical,Paved,192,26,0,0,0,0,No_Pool,No_Fence,None,0,11,2008,New,Partial,217300,-93.649587,42.058377,1092
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,92,11932,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,Somerset,Feedr,Norm,OneFam,One_Story,Average,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,186,Typical,PConc,Typical,No,Unf,7,Unf,0,1580,1580,GasA,Excellent,Y,SBrkr,1580,0,1580,0,0,2,0,3,1,7,Typ,0,Attchd,RFn,3,830,Typical,Paved,0,24,0,0,0,0,No_Pool,No_Fence,None,0,6,2008,ConLD,Partial,235128,-93.644107,42.054236,1111
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,91,12274,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,FR2,Gtl,Somerset,Norm,Norm,OneFam,One_Story,Average,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,256,Typical,PConc,Typical,No,Unf,7,Unf,0,1417,1417,GasA,Excellent,Y,SBrkr,1428,0,1428,0,0,2,0,3,1,6,Typ,0,Attchd,RFn,2,554,Typical,Paved,0,60,0,0,0,0,No_Pool,No_Fence,None,0,7,2008,New,Partial,227680,-93.643976,42.054319,1117
Two_Story_1946_and_Newer,Residential_Low_Density,80,9428,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,OneFam,Two_Story,Average,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,310,Typical,PConc,Typical,Av,GLQ,3,Unf,0,226,955,GasA,Excellent,Y,SBrkr,955,919,1874,1,0,2,1,3,1,8,Typ,1,Attchd,Fin,3,880,Typical,Paved,168,108,0,0,0,0,No_Pool,No_Fence,None,0,2,2008,New,Partial,297900,-93.644024,42.054227,1119
One_Story_1946_and_Newer_All_Styles,Floating_Village_Residential,95,11639,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Somerset,Norm,Norm,OneFam,One_Story,Average,2007,2008,Gable,CompShg,CemntBd,CmentBd,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,1428,1428,GasA,Excellent,Y,SBrkr,1428,0,1428,0,0,2,0,3,1,6,Typ,0,Attchd,Fin,2,480,Typical,Paved,0,120,0,0,0,0,No_Pool,No_Fence,None,0,12,2008,New,Partial,182000,-93.648255,42.050307,1123
Two_Story_1946_and_Newer,Floating_Village_Residential,85,10800,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,OneFam,Two_Story,Average,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,100,Typical,PConc,Typical,No,GLQ,3,Unf,0,245,1034,GasA,Excellent,Y,SBrkr,1050,1028,2078,1,0,2,1,3,1,8,Typ,1,Attchd,Fin,3,836,Typical,Paved,0,102,0,0,0,0,No_Pool,No_Fence,None,0,4,2008,New,Partial,339750,-93.6430423,42.0520487,1127
One_Story_1946_and_Newer_All_Styles,Floating_Village_Residential,62,7500,Pave,Paved,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,OneFam,One_Story,Average,2007,2008,Gable,CompShg,CemntBd,CmentBd,Stone,210,Typical,PConc,Typical,No,GLQ,3,Unf,0,316,1218,GasA,Excellent,Y,SBrkr,1218,0,1218,1,0,2,0,2,1,6,Typ,0,Attchd,Fin,2,462,Typical,Paved,168,168,0,0,0,0,No_Pool,No_Fence,None,0,4,2008,New,Partial,230348,-93.644018,42.051224,1130
One_Story_PUD_1946_and_Newer,Residential_Low_Density,32,10846,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,One_Story,Average,1993,1993,Gable,CompShg,BrkFace,BrkFace,None,0,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,100,1719,GasA,Excellent,Y,SBrkr,1719,0,1719,2,0,1,1,1,1,6,Typ,2,Attchd,Fin,2,473,Typical,Paved,122,30,0,0,0,0,No_Pool,No_Fence,None,0,5,2008,Con,Normal,324000,-93.648954,42.044642,1181
Duplex_All_Styles_and_Ages,Residential_Low_Density,75,9750,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,RRAn,Norm,Duplex,One_Story,Above_Average,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,CBlock,Typical,No,Unf,7,Unf,0,1625,1625,GasA,Excellent,Y,SBrkr,1625,0,1625,0,0,2,0,4,2,8,Typ,0,Detchd,Unf,2,484,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,8,2008,ConLD,Normal,140500,-93.6324549,42.042943,1191
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,90,9900,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,1961,1961,Gable,CompShg,Plywood,Plywood,None,0,Good,CBlock,Typical,No,Unf,7,Unf,0,1114,1114,GasA,Typical,Y,SBrkr,1114,0,1114,1,0,1,0,3,1,5,Typ,0,Attchd,RFn,2,451,Typical,Paved,0,0,0,0,164,0,No_Pool,No_Fence,None,0,5,2008,COD,Abnorml,140000,-93.626762,42.038323,1215
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,10197,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,1961,1961,Gable,CompShg,WdShing,Wd Shng,BrkCmn,491,Typical,CBlock,Typical,No,ALQ,1,Rec,374,700,1362,GasA,Typical,Y,SBrkr,1362,0,1362,1,0,1,1,3,1,6,Typ,1,Attchd,Unf,2,504,Typical,Paved,0,20,0,0,0,0,No_Pool,No_Fence,None,0,6,2008,COD,Normal,163000,-93.616552,42.047782,1230
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,8400,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Excellent,1962,2005,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,237,Good,CBlock,Typical,No,Unf,7,Unf,0,1319,1319,GasA,Typical,Y,SBrkr,1537,0,1537,1,0,1,1,3,1,7,Typ,1,Attchd,RFn,2,462,Typical,Paved,0,36,0,0,0,0,No_Pool,Good_Privacy,None,0,7,2008,COD,Abnorml,174000,-93.6169916,42.0470799,1232
Two_Story_1945_and_Older,Residential_Medium_Density,34,4571,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,Two_Story,Average,1916,1950,Gable,CompShg,AsbShng,AsbShng,None,0,Typical,BrkTil,Typical,No,Unf,7,Unf,0,624,624,GasA,Fair,N,SBrkr,624,720,1344,0,0,1,0,4,1,7,Typ,0,Detchd,Unf,3,513,Fair,Paved,0,0,96,0,0,0,No_Pool,No_Fence,None,0,5,2008,COD,Abnorml,98000,-93.618296,42.029253,1311
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,60,6876,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,1938,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,BrkTil,Typical,No,Unf,7,Unf,0,1272,1272,GasA,Typical,Y,SBrkr,1272,0,1969,0,0,2,0,4,1,9,Min1,1,Detchd,Unf,2,400,Typical,Paved,0,34,0,0,0,0,No_Pool,No_Fence,None,0,11,2008,COD,Normal,141000,-93.627729,42.024265,1362
Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,68,10880,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwoFmCon,One_Story,Average,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,CBlock,Typical,No,ALQ,1,Unf,0,124,1164,GasW,Typical,N,SBrkr,1164,0,1164,1,0,1,0,3,1,5,Typ,0,Detchd,Unf,1,240,Typical,Paved,0,48,0,0,0,0,No_Pool,No_Fence,None,0,8,2008,ConLD,Normal,125000,-93.662924,42.022902,1416
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,9084,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,OneFam,One_and_Half_Fin,Above_Average,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,CBlock,Fair,Mn,LwQ,4,Rec,380,0,616,GasA,Typical,N,SBrkr,616,495,1111,0,1,1,0,3,1,5,Typ,0,Detchd,Unf,1,200,Fair,Paved,48,0,0,0,0,0,No_Pool,No_Fence,None,0,3,2008,ConLw,Normal,95000,-93.659949,42.02283,1418
Two_Story_1946_and_Newer,Residential_Low_Density,65,10616,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,628,628,GasA,Excellent,Y,SBrkr,628,728,1356,0,0,2,1,3,1,6,Typ,1,BuiltIn,Fin,2,484,Typical,Paved,100,24,0,0,0,0,No_Pool,No_Fence,None,0,3,2008,New,Partial,177439,-93.691284,42.025411,1424
One_Story_PUD_1946_and_Newer,Residential_Medium_Density,0,4438,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,TwnhsE,One_Story,Average,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,186,848,GasA,Excellent,Y,SBrkr,848,0,848,1,0,1,0,1,1,4,Typ,1,Attchd,Fin,2,420,Typical,Paved,140,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2008,ConLD,Normal,144500,-93.681401,42.016122,1485
One_Story_PUD_1946_and_Newer,Residential_Medium_Density,64,5587,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Mod,Crawford,Norm,Norm,TwnhsE,One_Story,Average,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,120,1600,GasA,Excellent,Y,SBrkr,1652,0,1652,1,1,2,0,2,1,5,Typ,1,Attchd,Fin,2,482,Typical,Paved,162,53,0,153,0,0,No_Pool,No_Fence,None,0,11,2008,New,Partial,392500,-93.616242,42.009326,1560
